#         t          x          y          z         vx         vy         vz
      4.524     23.038    -61.798    -27.190   -242.849    121.194    -50.500
      4.525     22.796    -61.676    -27.240   -243.001    121.695    -50.253
      4.526     22.552    -61.554    -27.290   -243.151    122.199    -50.005
      4.527     22.309    -61.432    -27.340   -243.300    122.703    -49.756
      4.528     22.066    -61.309    -27.390   -243.448    123.210    -49.505
      4.529     21.822    -61.185    -27.439   -243.594    123.717    -49.252
      4.530     21.579    -61.061    -27.488   -243.740    124.227    -48.997
      4.531     21.335    -60.937    -27.537   -243.884    124.738    -48.741
      4.532     21.091    -60.812    -27.586   -244.027    125.250    -48.483
      4.533     20.847    -60.686    -27.634   -244.168    125.764    -48.224
      4.534     20.603    -60.560    -27.682   -244.309    126.279    -47.962
      4.535     20.358    -60.434    -27.730   -244.448    126.796    -47.699
      4.536     20.114    -60.307    -27.777   -244.585    127.315    -47.435
      4.537     19.869    -60.179    -27.825   -244.722    127.835    -47.168
      4.538     19.624    -60.051    -27.872   -244.857    128.356    -46.900
      4.539     19.379    -59.922    -27.919   -244.990    128.879    -46.631
      4.540     19.134    -59.793    -27.965   -245.123    129.404    -46.359
      4.541     18.889    -59.664    -28.011   -245.254    129.930    -46.086
      4.542     18.644    -59.533    -28.057   -245.383    130.458    -45.810
      4.543     18.398    -59.403    -28.103   -245.511    130.987    -45.533
      4.544     18.153    -59.272    -28.148   -245.637    131.518    -45.255
      4.545     17.907    -59.140    -28.193   -245.762    132.050    -44.974
      4.546     17.661    -59.007    -28.238   -245.886    132.584    -44.692
      4.547     17.415    -58.875    -28.283   -246.008    133.119    -44.408
      4.548     17.169    -58.741    -28.327   -246.128    133.656    -44.122
      4.549     16.923    -58.607    -28.371   -246.247    134.194    -43.834
      4.550     16.677    -58.473    -28.415   -246.364    134.734    -43.544
      4.551     16.430    -58.338    -28.458   -246.480    135.275    -43.253
      4.552     16.184    -58.202    -28.501   -246.593    135.818    -42.959
      4.553     15.937    -58.066    -28.544   -246.706    136.363    -42.664
      4.554     15.690    -57.930    -28.587   -246.816    136.909    -42.367
      4.555     15.443    -57.792    -28.629   -246.925    137.456    -42.068
      4.556     15.197    -57.655    -28.671   -247.033    138.005    -41.767
      4.557     14.949    -57.516    -28.712   -247.138    138.556    -41.464
      4.558     14.702    -57.377    -28.754   -247.242    139.108    -41.159
      4.559     14.455    -57.238    -28.795   -247.344    139.661    -40.852
      4.560     14.208    -57.098    -28.835   -247.444    140.216    -40.543
      4.561     13.960    -56.958    -28.876   -247.542    140.773    -40.233
      4.562     13.712    -56.817    -28.916   -247.638    141.331    -39.920
      4.563     13.465    -56.675    -28.956   -247.733    141.890    -39.605
      4.564     13.217    -56.533    -28.995   -247.826    142.451    -39.288
      4.565     12.969    -56.390    -29.034   -247.916    143.014    -38.970
      4.566     12.721    -56.247    -29.073   -248.005    143.577    -38.649
      4.567     12.473    -56.103    -29.111   -248.092    144.143    -38.326
      4.568     12.225    -55.959    -29.150   -248.177    144.710    -38.002
      4.569     11.977    -55.814    -29.187   -248.260    145.278    -37.675
      4.570     11.728    -55.668    -29.225   -248.340    145.848    -37.346
      4.571     11.480    -55.522    -29.262   -248.419    146.419    -37.015
      4.572     11.232    -55.375    -29.299   -248.496    146.992    -36.682
      4.573     10.983    -55.228    -29.335   -248.570    147.566    -36.347
      4.574     10.734    -55.080    -29.372   -248.643    148.141    -36.010
      4.575     10.486    -54.932    -29.408   -248.713    148.718    -35.670
      4.576     10.237    -54.783    -29.443   -248.781    149.297    -35.329
      4.577      9.988    -54.633    -29.478   -248.847    149.876    -34.986
      4.578      9.739    -54.483    -29.513   -248.910    150.457    -34.640
      4.579      9.490    -54.332    -29.547   -248.971    151.040    -34.292
      4.580      9.241    -54.181    -29.582   -249.030    151.624    -33.942
      4.581      8.992    -54.029    -29.615   -249.087    152.209    -33.590
      4.582      8.743    -53.876    -29.649   -249.141    152.796    -33.236
      4.583      8.494    -53.723    -29.682   -249.193    153.384    -32.880
      4.584      8.245    -53.570    -29.715   -249.242    153.973    -32.521
      4.585      7.996    -53.415    -29.747   -249.289    154.564    -32.160
      4.586      7.746    -53.260    -29.779   -249.334    155.156    -31.797
      4.587      7.497    -53.105    -29.810   -249.376    155.750    -31.432
      4.588      7.248    -52.949    -29.842   -249.416    156.344    -31.065
      4.589      6.998    -52.792    -29.873   -249.453    156.940    -30.695
      4.590      6.749    -52.635    -29.903   -249.487    157.538    -30.323
      4.591      6.499    -52.477    -29.933   -249.519    158.136    -29.949
      4.592      6.250    -52.319    -29.963   -249.548    158.736    -29.573
      4.593      6.000    -52.160    -29.992   -249.575    159.337    -29.194
      4.594      5.750    -52.000    -30.021   -249.599    159.940    -28.813
      4.595      5.501    -51.840    -30.050   -249.620    160.543    -28.430
      4.596      5.251    -51.679    -30.078   -249.638    161.148    -28.045
      4.597      5.002    -51.518    -30.106   -249.654    161.754    -27.657
      4.598      4.752    -51.355    -30.134   -249.666    162.361    -27.267
      4.599      4.502    -51.193    -30.161   -249.676    162.970    -26.875
      4.600      4.253    -51.030    -30.187   -249.683    163.579    -26.480
      4.601      4.003    -50.866    -30.214   -249.688    164.190    -26.083
      4.602      3.753    -50.701    -30.239   -249.689    164.802    -25.684
      4.603      3.503    -50.536    -30.265   -249.687    165.415    -25.282
      4.604      3.254    -50.370    -30.290   -249.682    166.029    -24.878
      4.605      3.004    -50.204    -30.315   -249.675    166.644    -24.472
      4.606      2.754    -50.037    -30.339   -249.664    167.260    -24.063
      4.607      2.505    -49.869    -30.363   -249.650    167.877    -23.652
      4.608      2.255    -49.701    -30.386   -249.633    168.496    -23.239
      4.609      2.006    -49.532    -30.409   -249.613    169.115    -22.823
      4.610      1.756    -49.363    -30.432   -249.589    169.735    -22.405
      4.611      1.506    -49.193    -30.454   -249.562    170.356    -21.985
      4.612      1.257    -49.022    -30.476   -249.533    170.979    -21.562
      4.613      1.007    -48.851    -30.497   -249.499    171.602    -21.137
      4.614      0.758    -48.679    -30.518   -249.463    172.226    -20.709
      4.615      0.508    -48.507    -30.539   -249.423    172.851    -20.279
      4.616      0.259    -48.333    -30.559   -249.380    173.476    -19.847
      4.617      0.010    -48.160    -30.578   -249.333    174.103    -19.412
      4.618     -0.240    -47.985    -30.598   -249.283    174.731    -18.975
      4.619     -0.489    -47.810    -30.616   -249.230    175.359    -18.535
      4.620     -0.738    -47.635    -30.635   -249.173    175.988    -18.093
      4.621     -0.987    -47.458    -30.652   -249.112    176.618    -17.649
      4.622     -1.236    -47.281    -30.670   -249.048    177.248    -17.202
      4.623     -1.485    -47.104    -30.687   -248.980    177.880    -16.753
      4.624     -1.734    -46.926    -30.703   -248.908    178.512    -16.301
      4.625     -1.983    -46.747    -30.719   -248.833    179.144    -15.847
      4.626     -2.232    -46.567    -30.735   -248.754    179.778    -15.390
      4.627     -2.481    -46.387    -30.750   -248.672    180.411    -14.931
      4.628     -2.729    -46.206    -30.765   -248.585    181.046    -14.470
      4.629     -2.978    -46.025    -30.779   -248.495    181.681    -14.006
      4.630     -3.226    -45.843    -30.793   -248.401    182.316    -13.540
      4.631     -3.475    -45.660    -30.806   -248.303    182.953    -13.072
      4.632     -3.723    -45.477    -30.819   -248.201    183.589    -12.600
      4.633     -3.971    -45.293    -30.831   -248.095    184.226    -12.127
      4.634     -4.219    -45.109    -30.843   -247.985    184.863    -11.651
      4.635     -4.467    -44.923    -30.855   -247.872    185.501    -11.173
      4.636     -4.715    -44.738    -30.866   -247.754    186.139    -10.692
      4.637     -4.963    -44.551    -30.876   -247.632    186.778    -10.209
      4.638     -5.210    -44.364    -30.886   -247.505    187.416     -9.723
      4.639     -5.458    -44.176    -30.896   -247.375    188.055     -9.236
      4.640     -5.705    -43.988    -30.905   -247.241    188.694     -8.745
      4.641     -5.952    -43.799    -30.913   -247.102    189.334     -8.253
      4.642     -6.199    -43.609    -30.921   -246.959    189.973     -7.757
      4.643     -6.446    -43.419    -30.929   -246.812    190.613     -7.260
      4.644     -6.693    -43.228    -30.936   -246.660    191.252     -6.760
      4.645     -6.939    -43.037    -30.942   -246.504    191.892     -6.258
      4.646     -7.186    -42.844    -30.948   -246.344    192.532     -5.753
      4.647     -7.432    -42.651    -30.954   -246.179    193.171     -5.246
      4.648     -7.678    -42.458    -30.959   -246.010    193.811     -4.737
      4.649     -7.924    -42.264    -30.963   -245.836    194.450     -4.225
      4.650     -8.170    -42.069    -30.967   -245.658    195.090     -3.711
      4.651     -8.415    -41.874    -30.971   -245.475    195.729     -3.195
      4.652     -8.661    -41.678    -30.973   -245.288    196.368     -2.676
      4.653     -8.906    -41.481    -30.976   -245.096    197.006     -2.155
      4.654     -9.151    -41.284    -30.978   -244.900    197.645     -1.632
      4.655     -9.396    -41.086    -30.979   -244.698    198.283     -1.106
      4.656     -9.640    -40.887    -30.980   -244.492    198.920     -0.578
      4.657     -9.885    -40.688    -30.980   -244.282    199.558     -0.048
      4.658    -10.129    -40.488    -30.980   -244.066    200.194      0.484
      4.659    -10.373    -40.287    -30.979   -243.846    200.830      1.019
      4.660    -10.617    -40.086    -30.978   -243.621    201.466      1.556
      4.661    -10.860    -39.884    -30.976   -243.391    202.101      2.095
      4.662    -11.103    -39.682    -30.974   -243.156    202.735      2.636
      4.663    -11.346    -39.479    -30.971   -242.916    203.369      3.180
      4.664    -11.589    -39.275    -30.967   -242.672    204.002      3.726
      4.665    -11.832    -39.071    -30.963   -242.422    204.634      4.273
      4.666    -12.074    -38.866    -30.959   -242.167    205.265      4.823
      4.667    -12.316    -38.660    -30.954   -241.908    205.896      5.376
      4.668    -12.558    -38.454    -30.948   -241.643    206.525      5.930
      4.669    -12.799    -38.247    -30.942   -241.373    207.154      6.486
      4.670    -13.041    -38.040    -30.935   -241.098    207.781      7.044
      4.671    -13.281    -37.832    -30.928   -240.818    208.407      7.605
      4.672    -13.522    -37.623    -30.920   -240.533    209.032      8.167
      4.673    -13.763    -37.414    -30.912   -240.243    209.656      8.732
      4.674    -14.003    -37.204    -30.903   -239.947    210.279      9.298
      4.675    -14.242    -36.993    -30.893   -239.647    210.901      9.867
